"110年11月05日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","7.00","109","11.83","1.36","110/2",
"1102","亞泥","7.72","109","8.87","1.06","110/2",
"1103","嘉泥","6.91","109","8.44","0.50","110/2",
"1104","環泥","5.26","109","10.50","0.71","110/2",
"1108","幸福","5.74","109","16.49","1.09","110/2",
"1109","信大","7.21","109","6.28","0.90","110/2",
"1110","東泥","0.54","109","123.00","1.22","110/2",
"1201","味全","2.36","109","18.60","1.70","110/2",
"1203","味王","3.35","109","16.82","1.46","110/2",
"1210","大成","5.61","109","14.34","2.23","110/2",
"1213","大飲","0.00","109","-","0.94","110/2",
"1215","卜蜂","5.60","109","12.39","2.79","110/2",
"1216","統一","4.02","109","17.75","3.54","110/2",
"1217","愛之味","0.00","109","14.93","0.78","110/2",
"1218","泰山","5.15","109","16.59","1.80","110/2",
"1219","福壽","4.66","109","12.40","1.47","110/2",
"1220","台榮","6.39","109","11.86","1.11","110/2",
"1225","福懋油","2.83","109","20.16","3.00","110/2",
"1227","佳格","4.72","109","16.01","2.86","110/2",
"1229","聯華","4.71","109","15.87","2.20","110/2",
"1231","聯華食","3.86","109","17.11","3.16","110/3",
"1232","大統益","3.76","109","19.36","5.69","110/3",
"1233","天仁","2.41","109","66.50","2.12","110/2",
"1234","黑松","5.10","109","20.06","0.79","110/3",
"1235","興泰","3.39","109","105.48","1.23","110/2",
"1236","宏亞","1.42","109","56.20","0.98","110/2",
"1256","鮮活果汁-KY","3.23","109","12.69","4.78","110/2",
"1301","台塑","2.24","109","12.10","1.90","110/2",
"1303","南亞","2.83","109","10.65","1.84","110/2",
"1304","台聚","2.92","109","8.24","1.61","110/2",
"1305","華夏","6.23","109","7.42","2.02","110/3",
"1307","三芳","2.31","109","18.95","1.10","110/2",
"1308","亞聚","3.55","109","10.38","1.52","110/2",
"1309","台達化","8.52","109","4.89","1.59","110/2",
"1310","台苯","2.74","109","10.20","1.22","110/2",
"1312","國喬","0.36","109","3.64","0.79","110/2",
"1313","聯成","4.50","109","6.77","0.99","110/3",
"1314","中石化","0.00","109","17.12","0.56","110/2",
"1315","達新","12.97","109","-","0.69","110/2",
"1316","上曜","0.00","109","31.86","1.54","110/2",
"1319","東陽","2.37","109","23.57","0.93","110/2",
"1321","大洋","3.03","109","15.23","1.03","110/2",
"1323","永裕","4.51","109","11.83","1.47","110/2",
"1324","地球","2.73","109","157.14","0.86","110/2",
"1325","恆大","29.41","109","2.27","1.16","110/2",
"1326","台化","3.11","109","10.56","1.22","110/3",
"1337","再生-KY","0.00","109","-","0.36","110/2",
"1338","廣華-KY","7.15","109","9.75","0.64","110/2",
"1339","昭輝","5.85","109","20.73","0.75","110/2",
"1340","勝悅-KY","0.00","109","-","0.33","110/2",
"1341","富林-KY","8.75","109","8.38","3.08","110/2",
"1342","八貫","4.83","109","16.29","2.52","110/2",
"1402","遠東新","4.59","109","14.85","0.78","110/2",
"1409","新纖","5.67","109","9.80","0.97","110/2",
"1410","南染","2.52","109","31.32","2.06","110/2",
"1413","宏洲","0.00","109","-","1.23","110/2",
